Pollster,Lab,Con,LD,Other,nsize,date,na,rcon,rlab,rld,roth,time
Kantar,32,33,7,28,1188,2015-03-16,FALSE,37.8,31.2,8.1,23,-14507
Lord Ashcroft,29,31,8,32,1002,2015-03-15,FALSE,37.8,31.2,8.1,23,-14506
ICM,35,36,8,21,1001,2015-03-15,FALSE,37.8,31.2,8.1,23,-14506
Populus,34,34,8,25,2041,2015-03-15,FALSE,37.8,31.2,8.1,23,-14506
YouGov,34,34,7,25,1669,2015-03-13,FALSE,37.8,31.2,8.1,23,-14504
ComRes,35,33,7,25,2002,2015-03-13,FALSE,37.8,31.2,8.1,23,-14504
Populus,32,29,8,31,2041,2015-03-12,FALSE,37.8,31.2,8.1,23,-14503
YouGov,32,33,7,28,1619,2015-03-12,FALSE,37.8,31.2,8.1,23,-14503
Opinium,35,33,7,26,1947,2015-03-12,FALSE,37.8,31.2,8.1,23,-14503
YouGov,35,34,7,24,1728,2015-03-11,FALSE,37.8,31.2,8.1,23,-14502
Ipsos MORI,34,33,8,25,1025,2015-03-11,FALSE,37.8,31.2,8.1,23,-14502
YouGov,31,33,8,27,1598,2015-03-10,FALSE,37.8,31.2,8.1,23,-14501
YouGov,31,35,8,26,1745,2015-03-09,FALSE,37.8,31.2,8.1,23,-14500
Lord Ashcroft,30,34,5,30,1003,2015-03-08,FALSE,37.8,31.2,8.1,23,-14499
Populus,33,32,9,27,2026,2015-03-08,FALSE,37.8,31.2,8.1,23,-14499
YouGov,33,34,8,25,1754,2015-03-06,FALSE,37.8,31.2,8.1,23,-14497
Opinium,34,34,8,26,1961,2015-03-06,FALSE,37.8,31.2,8.1,23,-14497
Populus,33,31,8,26,2063,2015-03-05,FALSE,37.8,31.2,8.1,23,-14496
YouGov,35,31,6,27,1748,2015-03-05,FALSE,37.8,31.2,8.1,23,-14496
YouGov,34,34,8,24,1544,2015-03-04,FALSE,37.8,31.2,8.1,23,-14495
YouGov,34,36,5,25,1701,2015-03-03,FALSE,37.8,31.2,8.1,23,-14494
YouGov,32,35,7,26,1866,2015-03-02,FALSE,37.8,31.2,8.1,23,-14493
Lord Ashcroft,31,34,7,29,1003,2015-03-01,FALSE,37.8,31.2,8.1,23,-14492
Populus,34,32,8,26,2056,2015-03-01,FALSE,37.8,31.2,8.1,23,-14492
YouGov,34,34,8,24,1959,2015-02-27,FALSE,37.8,31.2,8.1,23,-14490
Populus,33,31,9,27,2005,2015-02-27,FALSE,37.8,31.2,8.1,23,-14490
YouGov,34,33,8,25,1638,2015-02-26,FALSE,37.8,31.2,8.1,23,-14489
Opinium,35,34,6,26,1948,2015-02-26,FALSE,37.8,31.2,8.1,23,-14489
YouGov,33,33,8,26,1581,2015-02-25,FALSE,37.8,31.2,8.1,23,-14488
YouGov,33,35,6,26,1520,2015-02-24,FALSE,37.8,31.2,8.1,23,-14487
Survation,34,28,10,28,1046,2015-02-23,FALSE,37.8,31.2,8.1,23,-14486
YouGov,33,33,8,25,1772,2015-02-23,FALSE,37.8,31.2,8.1,23,-14486
ComRes,32,34,8,27,1004,2015-02-23,FALSE,37.8,31.2,8.1,23,-14486
Lord Ashcroft,36,32,7,25,1004,2015-02-22,FALSE,37.8,31.2,8.1,23,-14485
Populus,32,32,9,27,2059,2015-02-22,FALSE,37.8,31.2,8.1,23,-14485
YouGov,34,33,8,25,1568,2015-02-20,FALSE,37.8,31.2,8.1,23,-14483
Opinium,33,35,6,27,1975,2015-02-20,FALSE,37.8,31.2,8.1,23,-14483
Populus,32,31,9,28,2011,2015-02-19,FALSE,37.8,31.2,8.1,23,-14482
YouGov,33,32,9,26,1564,2015-02-19,FALSE,37.8,31.2,8.1,23,-14482
YouGov,34,32,8,25,1743,2015-02-18,FALSE,37.8,31.2,8.1,23,-14481
YouGov,34,33,6,27,1548,2015-02-17,FALSE,37.8,31.2,8.1,23,-14480
YouGov,32,32,6,29,1580,2015-02-16,FALSE,37.8,31.2,8.1,23,-14479
Kantar,35,28,6,31,1193,2015-02-16,FALSE,37.8,31.2,8.1,23,-14479
Lord Ashcroft,31,30,9,30,1004,2015-02-15,FALSE,37.8,31.2,8.1,23,-14478
Populus,33,31,10,25,2012,2015-02-15,FALSE,37.8,31.2,8.1,23,-14478
ICM,32,36,10,23,1000,2015-02-15,FALSE,37.8,31.2,8.1,23,-14478
YouGov,35,32,7,27,1620,2015-02-13,FALSE,37.8,31.2,8.1,23,-14476
ComRes,34,32,7,27,2017,2015-02-12,FALSE,37.8,31.2,8.1,23,-14475
Populus,34,31,9,26,2055,2015-02-12,FALSE,37.8,31.2,8.1,23,-14475
YouGov,34,31,7,28,1592,2015-02-12,FALSE,37.8,31.2,8.1,23,-14475
Opinium,35,33,8,26,1969,2015-02-12,FALSE,37.8,31.2,8.1,23,-14475
YouGov,33,32,7,28,1764,2015-02-11,FALSE,37.8,31.2,8.1,23,-14474
YouGov,35,33,6,26,1677,2015-02-10,FALSE,37.8,31.2,8.1,23,-14473
Ipsos MORI,36,34,6,24,1010,2015-02-10,FALSE,37.8,31.2,8.1,23,-14473
YouGov,33,34,7,27,1552,2015-02-09,FALSE,37.8,31.2,8.1,23,-14472
Lord Ashcroft,31,34,9,26,1003,2015-02-08,FALSE,37.8,31.2,8.1,23,-14471
Populus,34,33,8,23,2003,2015-02-08,FALSE,37.8,31.2,8.1,23,-14471
YouGov,33,32,7,28,1668,2015-02-06,FALSE,37.8,31.2,8.1,23,-14469
Opinium,34,32,7,27,1947,2015-02-06,FALSE,37.8,31.2,8.1,23,-14469
Populus,34,31,8,27,2056,2015-02-05,FALSE,37.8,31.2,8.1,23,-14468
YouGov,33,32,9,25,1719,2015-02-05,FALSE,37.8,31.2,8.1,23,-14468
YouGov,33,34,6,27,1749,2015-02-04,FALSE,37.8,31.2,8.1,23,-14467
YouGov,33,33,7,26,1705,2015-02-03,FALSE,37.8,31.2,8.1,23,-14466
YouGov,35,33,7,25,1630,2015-02-02,FALSE,37.8,31.2,8.1,23,-14465
Populus,34,31,8,25,2040,2015-02-02,FALSE,37.8,31.2,8.1,23,-14465
Kantar,33,27,6,34,1182,2015-02-02,FALSE,37.8,31.2,8.1,23,-14465
Lord Ashcroft,31,31,8,30,1002,2015-02-01,FALSE,37.8,31.2,8.1,23,-14464
YouGov,35,32,7,26,1550,2015-01-30,FALSE,37.8,31.2,8.1,23,-14462
Opinium,33,32,5,30,1975,2015-01-30,FALSE,37.8,31.2,8.1,23,-14462
Populus,35,34,10,21,2020,2015-01-29,FALSE,37.8,31.2,8.1,23,-14461
YouGov,34,34,6,26,1593,2015-01-29,FALSE,37.8,31.2,8.1,23,-14461
YouGov,33,33,6,28,1548,2015-01-28,FALSE,37.8,31.2,8.1,23,-14460
YouGov,33,34,7,26,1655,2015-01-27,FALSE,37.8,31.2,8.1,23,-14459
YouGov,33,34,6,27,1656,2015-01-26,FALSE,37.8,31.2,8.1,23,-14458
Kantar,39,28,4,29,975,2015-01-26,FALSE,37.8,31.2,8.1,23,-14458
Survation,30,31,7,32,1014,2015-01-25,FALSE,37.8,31.2,8.1,23,-14457
ComRes,30,31,8,31,1001,2015-01-25,FALSE,37.8,31.2,8.1,23,-14457
Populus,35,34,9,22,2039,2015-01-25,FALSE,37.8,31.2,8.1,23,-14457
Lord Ashcroft,32,32,6,30,1001,2015-01-25,FALSE,37.8,31.2,8.1,23,-14457
YouGov,32,32,7,28,1578,2015-01-23,FALSE,37.8,31.2,8.1,23,-14455
Populus,36,32,9,23,2049,2015-01-22,FALSE,37.8,31.2,8.1,23,-14454
YouGov,33,31,7,29,1640,2015-01-22,FALSE,37.8,31.2,8.1,23,-14454
YouGov,34,33,6,27,1645,2015-01-21,FALSE,37.8,31.2,8.1,23,-14453
YouGov,30,32,8,30,1570,2015-01-20,FALSE,37.8,31.2,8.1,23,-14452
YouGov,32,32,8,28,1747,2015-01-19,FALSE,37.8,31.2,8.1,23,-14451
ICM,33,30,11,27,1002,2015-01-19,FALSE,37.8,31.2,8.1,23,-14451
Kantar,31,31,8,30,1188,2015-01-19,FALSE,37.8,31.2,8.1,23,-14451
Lord Ashcroft,28,29,9,34,1004,2015-01-18,FALSE,37.8,31.2,8.1,23,-14450
Populus,36,35,8,21,2036,2015-01-18,FALSE,37.8,31.2,8.1,23,-14450
YouGov,32,31,7,29,1647,2015-01-16,FALSE,37.8,31.2,8.1,23,-14448
YouGov,33,31,7,29,1763,2015-01-15,FALSE,37.8,31.2,8.1,23,-14447
ComRes,34,33,7,26,2023,2015-01-15,FALSE,37.8,31.2,8.1,23,-14447
Populus,35,32,9,24,2070,2015-01-15,FALSE,37.8,31.2,8.1,23,-14447
YouGov,32,32,6,30,1660,2015-01-15,FALSE,37.8,31.2,8.1,23,-14447
Opinium,33,28,7,32,1966,2015-01-15,FALSE,37.8,31.2,8.1,23,-14447
YouGov,34,32,6,28,1834,2015-01-14,FALSE,37.8,31.2,8.1,23,-14446
YouGov,33,32,7,27,1782,2015-01-13,FALSE,37.8,31.2,8.1,23,-14445
Ipsos MORI,34,33,8,25,1010,2015-01-13,FALSE,37.8,31.2,8.1,23,-14445
YouGov,33,32,6,29,1649,2015-01-12,FALSE,37.8,31.2,8.1,23,-14444
Lord Ashcroft,28,34,8,30,1002,2015-01-11,FALSE,37.8,31.2,8.1,23,-14443
Populus,37,32,10,21,2056,2015-01-11,FALSE,37.8,31.2,8.1,23,-14443
YouGov,32,32,7,29,1684,2015-01-09,FALSE,37.8,31.2,8.1,23,-14441
Populus,34,33,8,25,2046,2015-01-08,FALSE,37.8,31.2,8.1,23,-14440
YouGov,33,33,8,26,1753,2015-01-08,FALSE,37.8,31.2,8.1,23,-14440
Kantar,35,28,6,31,1201,2015-01-08,FALSE,37.8,31.2,8.1,23,-14440
YouGov,33,32,7,28,1707,2015-01-07,FALSE,37.8,31.2,8.1,23,-14439
YouGov,33,33,7,26,1769,2015-01-06,FALSE,37.8,31.2,8.1,23,-14438
YouGov,34,31,7,28,1728,2015-01-05,FALSE,37.8,31.2,8.1,23,-14437
Populus,36,34,9,22,2046,2015-01-04,FALSE,37.8,31.2,8.1,23,-14436
Opinium,33,32,8,28,1970,2015-01-02,FALSE,37.8,31.2,8.1,23,-14434
Opinium,33,29,6,32,2003,2014-12-23,FALSE,37.8,31.2,8.1,23,-14424
YouGov,36,32,6,26,1642,2014-12-22,FALSE,37.8,31.2,8.1,23,-14423
Populus,35,35,9,21,2051,2014-12-21,FALSE,37.8,31.2,8.1,23,-14422
Survation,33,30,10,27,1009,2014-12-19,FALSE,37.8,31.2,8.1,23,-14420
YouGov,34,32,6,28,2109,2014-12-19,FALSE,37.8,31.2,8.1,23,-14420
Opinium,36,29,6,29,1427,2014-12-19,FALSE,37.8,31.2,8.1,23,-14420
Populus,35,34,9,21,2069,2014-12-18,FALSE,37.8,31.2,8.1,23,-14419
YouGov,35,30,6,28,1981,2014-12-18,FALSE,37.8,31.2,8.1,23,-14419
YouGov,33,33,8,26,2087,2014-12-17,FALSE,37.8,31.2,8.1,23,-14418
YouGov,34,33,6,27,2021,2014-12-16,FALSE,37.8,31.2,8.1,23,-14417
ICM,33,28,14,25,1001,2014-12-16,FALSE,37.8,31.2,8.1,23,-14417
YouGov,34,32,6,28,1648,2014-12-15,FALSE,37.8,31.2,8.1,23,-14416
Ipsos MORI,29,32,9,30,1012,2014-12-15,FALSE,37.8,31.2,8.1,23,-14416
Kantar,35,28,5,32,1180,2014-12-15,FALSE,37.8,31.2,8.1,23,-14416
ComRes,32,29,12,27,1002,2014-12-14,FALSE,37.8,31.2,8.1,23,-14415
Populus,36,34,10,21,2074,2014-12-14,FALSE,37.8,31.2,8.1,23,-14415
YouGov,32,32,7,28,1941,2014-12-12,FALSE,37.8,31.2,8.1,23,-14413
ComRes,34,33,8,25,2014,2014-12-12,FALSE,37.8,31.2,8.1,23,-14413
Populus,35,34,9,21,1140,2014-12-11,FALSE,37.8,31.2,8.1,23,-14412
YouGov,34,32,7,27,2088,2014-12-11,FALSE,37.8,31.2,8.1,23,-14412
YouGov,33,33,6,27,1983,2014-12-10,FALSE,37.8,31.2,8.1,23,-14411
YouGov,32,32,8,27,1959,2014-12-09,FALSE,37.8,31.2,8.1,23,-14410
YouGov,33,34,6,27,1925,2014-12-08,FALSE,37.8,31.2,8.1,23,-14409
Lord Ashcroft,31,30,8,31,1001,2014-12-07,FALSE,37.8,31.2,8.1,23,-14408
Populus,36,33,8,23,1323,2014-12-07,FALSE,37.8,31.2,8.1,23,-14408
YouGov,32,32,6,31,1838,2014-12-05,FALSE,37.8,31.2,8.1,23,-14406
Opinium,34,29,6,31,1940,2014-12-04,FALSE,37.8,31.2,8.1,23,-14405
Populus,35,33,9,23,1271,2014-12-04,FALSE,37.8,31.2,8.1,23,-14405
YouGov,32,31,7,29,1663,2014-12-04,FALSE,37.8,31.2,8.1,23,-14405
YouGov,31,32,6,30,1925,2014-12-03,FALSE,37.8,31.2,8.1,23,-14404
YouGov,33,32,7,28,1912,2014-12-02,FALSE,37.8,31.2,8.1,23,-14403
YouGov,32,32,8,27,1763,2014-12-01,FALSE,37.8,31.2,8.1,23,-14402
ComRes,31,28,9,32,1005,2014-11-30,FALSE,37.8,31.2,8.1,23,-14401
Lord Ashcroft,32,30,7,30,1003,2014-11-30,FALSE,37.8,31.2,8.1,23,-14401
Populus,35,32,9,24,2053,2014-11-30,FALSE,37.8,31.2,8.1,23,-14401
YouGov,34,32,7,27,2018,2014-11-28,FALSE,37.8,31.2,8.1,23,-14399
Populus,37,32,9,23,2048,2014-11-27,FALSE,37.8,31.2,8.1,23,-14398
YouGov,31,31,8,29,1970,2014-11-27,FALSE,37.8,31.2,8.1,23,-14398
Kantar,31,30,6,33,1194,2014-11-27,FALSE,37.8,31.2,8.1,23,-14398
YouGov,32,33,6,28,2067,2014-11-26,FALSE,37.8,31.2,8.1,23,-14397
YouGov,33,32,7,28,1890,2014-11-25,FALSE,37.8,31.2,8.1,23,-14396
YouGov,34,30,6,30,1641,2014-11-24,FALSE,37.8,31.2,8.1,23,-14395
Lord Ashcroft,33,30,7,30,20011,2014-11-24,FALSE,37.8,31.2,8.1,23,-14395
Lord Ashcroft,32,27,7,33,1004,2014-11-23,FALSE,37.8,31.2,8.1,23,-14394
Populus,36,31,9,24,2049,2014-11-23,FALSE,37.8,31.2,8.1,23,-14394
YouGov,33,33,7,27,1970,2014-11-21,FALSE,37.8,31.2,8.1,23,-14392
YouGov,34,33,8,24,2314,2014-11-21,FALSE,37.8,31.2,8.1,23,-14392
Populus,36,33,9,22,2013,2014-11-20,FALSE,37.8,31.2,8.1,23,-14391
YouGov,33,34,7,26,1995,2014-11-20,FALSE,37.8,31.2,8.1,23,-14391
Opinium,33,30,7,30,1948,2014-11-20,FALSE,37.8,31.2,8.1,23,-14391
YouGov,33,34,7,26,1906,2014-11-19,FALSE,37.8,31.2,8.1,23,-14390
YouGov,34,32,7,27,1975,2014-11-18,FALSE,37.8,31.2,8.1,23,-14389
YouGov,32,33,7,29,1589,2014-11-17,FALSE,37.8,31.2,8.1,23,-14388
Opinium,33,34,5,29,1947,2014-11-17,FALSE,37.8,31.2,8.1,23,-14388
Lord Ashcroft,30,29,9,32,1004,2014-11-16,FALSE,37.8,31.2,8.1,23,-14387
Populus,36,35,7,22,2054,2014-11-16,FALSE,37.8,31.2,8.1,23,-14387
YouGov,33,31,7,29,1975,2014-11-14,FALSE,37.8,31.2,8.1,23,-14385
ComRes,34,30,8,28,2000,2014-11-14,FALSE,37.8,31.2,8.1,23,-14385
Populus,35,33,9,22,2052,2014-11-13,FALSE,37.8,31.2,8.1,23,-14384
YouGov,32,33,8,27,2003,2014-11-13,FALSE,37.8,31.2,8.1,23,-14384
YouGov,35,32,7,25,1972,2014-11-12,FALSE,37.8,31.2,8.1,23,-14383
YouGov,34,33,7,27,2143,2014-11-11,FALSE,37.8,31.2,8.1,23,-14382
YouGov,33,32,6,29,1656,2014-11-10,FALSE,37.8,31.2,8.1,23,-14381
Ipsos MORI,29,32,9,30,1011,2014-11-10,FALSE,37.8,31.2,8.1,23,-14381
ICM,32,31,11,26,1002,2014-11-09,FALSE,37.8,31.2,8.1,23,-14380
Lord Ashcroft,29,30,10,31,1005,2014-11-09,FALSE,37.8,31.2,8.1,23,-14380
Populus,36,34,8,22,2047,2014-11-09,FALSE,37.8,31.2,8.1,23,-14380
Survation,34,29,6,31,1020,2014-11-07,FALSE,37.8,31.2,8.1,23,-14378
YouGov,33,33,7,27,2022,2014-11-07,FALSE,37.8,31.2,8.1,23,-14378
Opinium,32,29,9,30,1980,2014-11-07,FALSE,37.8,31.2,8.1,23,-14378
Populus,35,33,9,22,2011,2014-11-06,FALSE,37.8,31.2,8.1,23,-14377
YouGov,33,32,8,27,2041,2014-11-06,FALSE,37.8,31.2,8.1,23,-14377
YouGov,33,32,7,29,2047,2014-11-05,FALSE,37.8,31.2,8.1,23,-14376
YouGov,34,32,7,27,1988,2014-11-04,FALSE,37.8,31.2,8.1,23,-14375
YouGov,34,33,8,25,1652,2014-11-03,FALSE,37.8,31.2,8.1,23,-14374
Lord Ashcroft,29,30,10,31,1002,2014-11-02,FALSE,37.8,31.2,8.1,23,-14373
Populus,35,34,9,21,2019,2014-11-02,FALSE,37.8,31.2,8.1,23,-14373
Survation,31,27,9,33,2012,2014-11-01,FALSE,37.8,31.2,8.1,23,-14372
YouGov,32,31,7,30,1808,2014-10-31,FALSE,37.8,31.2,8.1,23,-14371
Populus,34,34,8,23,2035,2014-10-30,FALSE,37.8,31.2,8.1,23,-14370
YouGov,32,33,7,28,1883,2014-10-30,FALSE,37.8,31.2,8.1,23,-14370
YouGov,34,31,6,29,1972,2014-10-29,FALSE,37.8,31.2,8.1,23,-14369
YouGov,33,32,8,27,2052,2014-10-28,FALSE,37.8,31.2,8.1,23,-14368
YouGov,32,32,8,28,1629,2014-10-27,FALSE,37.8,31.2,8.1,23,-14367
ComRes,30,30,9,30,1002,2014-10-26,FALSE,37.8,31.2,8.1,23,-14366
Lord Ashcroft,31,31,7,30,1003,2014-10-26,FALSE,37.8,31.2,8.1,23,-14366
Populus,36,34,8,20,2004,2014-10-26,FALSE,37.8,31.2,8.1,23,-14366
YouGov,33,33,7,28,2069,2014-10-24,FALSE,37.8,31.2,8.1,23,-14364
Opinium,33,33,6,27,1972,2014-10-24,FALSE,37.8,31.2,8.1,23,-14364
Populus,35,33,9,22,2029,2014-10-23,FALSE,37.8,31.2,8.1,23,-14363
YouGov,34,34,6,26,2020,2014-10-23,FALSE,37.8,31.2,8.1,23,-14363
YouGov,33,31,7,29,2052,2014-10-22,FALSE,37.8,31.2,8.1,23,-14362
YouGov,33,32,8,26,2103,2014-10-21,FALSE,37.8,31.2,8.1,23,-14361
YouGov,33,31,7,29,1727,2014-10-20,FALSE,37.8,31.2,8.1,23,-14360
Lord Ashcroft,31,28,7,34,1000,2014-10-19,FALSE,37.8,31.2,8.1,23,-14359
Populus,36,34,9,21,2058,2014-10-19,FALSE,37.8,31.2,8.1,23,-14359
YouGov,35,32,7,27,1966,2014-10-17,FALSE,37.8,31.2,8.1,23,-14357
ComRes,31,29,7,34,996,2014-10-16,FALSE,37.8,31.2,8.1,23,-14356
ComRes,34,31,7,28,1004,2014-10-16,FALSE,37.8,31.2,8.1,23,-14356
Populus,35,33,10,21,2031,2014-10-16,FALSE,37.8,31.2,8.1,23,-14356
YouGov,32,31,8,29,2045,2014-10-16,FALSE,37.8,31.2,8.1,23,-14356
YouGov,33,31,7,29,2133,2014-10-15,FALSE,37.8,31.2,8.1,23,-14355
YouGov,34,30,8,28,2144,2014-10-14,FALSE,37.8,31.2,8.1,23,-14354
Ipsos MORI,33,30,8,29,1002,2014-10-14,FALSE,37.8,31.2,8.1,23,-14354
YouGov,34,31,7,28,1782,2014-10-13,FALSE,37.8,31.2,8.1,23,-14353
Lord Ashcroft,32,28,8,32,1001,2014-10-12,FALSE,37.8,31.2,8.1,23,-14352
ICM,35,31,11,24,1001,2014-10-12,FALSE,37.8,31.2,8.1,23,-14352
Populus,36,35,9,20,2067,2014-10-12,FALSE,37.8,31.2,8.1,23,-14352
Survation,31,31,7,31,1003,2014-10-10,FALSE,37.8,31.2,8.1,23,-14350
YouGov,34,32,9,26,2167,2014-10-10,FALSE,37.8,31.2,8.1,23,-14350
Lord Ashcroft,34,31,8,27,5059,2014-10-09,FALSE,37.8,31.2,8.1,23,-14349
Populus,35,34,9,22,2055,2014-10-09,FALSE,37.8,31.2,8.1,23,-14349
YouGov,35,30,9,25,2049,2014-10-09,FALSE,37.8,31.2,8.1,23,-14349
Opinium,35,28,9,28,1968,2014-10-09,FALSE,37.8,31.2,8.1,23,-14349
YouGov,34,33,7,26,1862,2014-10-08,FALSE,37.8,31.2,8.1,23,-14348
YouGov,34,32,8,26,2155,2014-10-07,FALSE,37.8,31.2,8.1,23,-14347
YouGov,33,35,8,24,1739,2014-10-06,FALSE,37.8,31.2,8.1,23,-14346
Lord Ashcroft,30,32,7,30,1002,2014-10-05,FALSE,37.8,31.2,8.1,23,-14345
Populus,37,31,8,22,2037,2014-10-05,FALSE,37.8,31.2,8.1,23,-14345
YouGov,34,36,7,23,2130,2014-10-03,FALSE,37.8,31.2,8.1,23,-14343
Populus,38,33,8,20,2014,2014-10-02,FALSE,37.8,31.2,8.1,23,-14342
YouGov,34,35,6,25,2133,2014-10-02,FALSE,37.8,31.2,8.1,23,-14342
YouGov,38,31,7,24,2068,2014-10-01,FALSE,37.8,31.2,8.1,23,-14341
YouGov,36,31,7,26,2106,2014-09-30,FALSE,37.8,31.2,8.1,23,-14340
YouGov,36,31,7,26,1715,2014-09-29,FALSE,37.8,31.2,8.1,23,-14339
ComRes,35,29,10,26,1007,2014-09-28,FALSE,37.8,31.2,8.1,23,-14338
Lord Ashcroft,32,32,8,29,1000,2014-09-28,FALSE,37.8,31.2,8.1,23,-14338
Populus,36,34,7,22,2024,2014-09-28,FALSE,37.8,31.2,8.1,23,-14338
YouGov,36,31,6,27,1992,2014-09-26,FALSE,37.8,31.2,8.1,23,-14336
ComRes,35,29,7,29,2003,2014-09-26,FALSE,37.8,31.2,8.1,23,-14336
Opinium,34,32,7,27,1984,2014-09-26,FALSE,37.8,31.2,8.1,23,-14336
Populus,37,33,9,20,2034,2014-09-25,FALSE,37.8,31.2,8.1,23,-14335
YouGov,37,31,7,25,1972,2014-09-25,FALSE,37.8,31.2,8.1,23,-14335
YouGov,37,33,7,23,2117,2014-09-24,FALSE,37.8,31.2,8.1,23,-14334
YouGov,37,31,7,25,2141,2014-09-23,FALSE,37.8,31.2,8.1,23,-14333
YouGov,35,33,7,25,1671,2014-09-22,FALSE,37.8,31.2,8.1,23,-14332
Lord Ashcroft,33,27,9,31,1004,2014-09-21,FALSE,37.8,31.2,8.1,23,-14331
Populus,37,33,9,20,2048,2014-09-21,FALSE,37.8,31.2,8.1,23,-14331
YouGov,36,31,7,26,2126,2014-09-19,FALSE,37.8,31.2,8.1,23,-14329
Populus,36,32,9,24,2268,2014-09-18,FALSE,37.8,31.2,8.1,23,-14328
YouGov,35,33,8,24,2072,2014-09-18,FALSE,37.8,31.2,8.1,23,-14328
YouGov,36,33,8,23,2029,2014-09-17,FALSE,37.8,31.2,8.1,23,-14327
Lord Ashcroft,35,30,7,30,8053,2014-09-17,FALSE,37.8,31.2,8.1,23,-14327
YouGov,37,34,7,22,1977,2014-09-16,FALSE,37.8,31.2,8.1,23,-14326
Survation,34,29,11,26,1052,2014-09-16,FALSE,37.8,31.2,8.1,23,-14326
YouGov,35,31,7,26,1703,2014-09-15,FALSE,37.8,31.2,8.1,23,-14325
ICM,35,33,10,22,1002,2014-09-14,FALSE,37.8,31.2,8.1,23,-14324
Lord Ashcroft,33,33,9,26,1004,2014-09-14,FALSE,37.8,31.2,8.1,23,-14324
Populus,35,34,9,21,2052,2014-09-14,FALSE,37.8,31.2,8.1,23,-14324
Survation,35,31,8,26,1090,2014-09-12,FALSE,37.8,31.2,8.1,23,-14322
YouGov,35,32,7,27,1900,2014-09-12,FALSE,37.8,31.2,8.1,23,-14322
Populus,37,33,9,19,2010,2014-09-11,FALSE,37.8,31.2,8.1,23,-14321
YouGov,35,31,7,27,2068,2014-09-11,FALSE,37.8,31.2,8.1,23,-14321
Opinium,37,29,7,28,1960,2014-09-11,FALSE,37.8,31.2,8.1,23,-14321
YouGov,38,32,6,24,2122,2014-09-10,FALSE,37.8,31.2,8.1,23,-14320
YouGov,36,30,8,26,2099,2014-09-09,FALSE,37.8,31.2,8.1,23,-14319
Ipsos MORI,33,34,7,26,1010,2014-09-09,FALSE,37.8,31.2,8.1,23,-14319
YouGov,36,31,8,25,1724,2014-09-08,FALSE,37.8,31.2,8.1,23,-14318
Lord Ashcroft,35,28,8,29,1001,2014-09-07,FALSE,37.8,31.2,8.1,23,-14317
Populus,36,34,9,22,2058,2014-09-07,FALSE,37.8,31.2,8.1,23,-14317
YouGov,35,33,7,24,1961,2014-09-05,FALSE,37.8,31.2,8.1,23,-14315
Populus,38,32,8,22,2026,2014-09-04,FALSE,37.8,31.2,8.1,23,-14314
YouGov,36,32,7,25,2043,2014-09-04,FALSE,37.8,31.2,8.1,23,-14314
YouGov,36,33,7,24,2103,2014-09-03,FALSE,37.8,31.2,8.1,23,-14313
YouGov,35,32,8,24,2068,2014-09-02,FALSE,37.8,31.2,8.1,23,-14312
YouGov,35,34,7,25,1704,2014-09-01,FALSE,37.8,31.2,8.1,23,-14311
ComRes,35,28,9,28,1001,2014-08-31,FALSE,37.8,31.2,8.1,23,-14310
Populus,36,32,9,23,2010,2014-08-31,FALSE,37.8,31.2,8.1,23,-14310
YouGov,36,32,7,24,2010,2014-08-29,FALSE,37.8,31.2,8.1,23,-14308
Opinium,36,30,7,27,1974,2014-08-29,FALSE,37.8,31.2,8.1,23,-14308
Populus,34,35,8,22,2006,2014-08-28,FALSE,37.8,31.2,8.1,23,-14307
YouGov,36,33,7,24,2046,2014-08-28,FALSE,37.8,31.2,8.1,23,-14307
YouGov,35,34,7,25,2129,2014-08-27,FALSE,37.8,31.2,8.1,23,-14306
YouGov,37,33,8,23,2021,2014-08-26,FALSE,37.8,31.2,8.1,23,-14305
Populus,38,32,8,22,2062,2014-08-25,FALSE,37.8,31.2,8.1,23,-14304
YouGov,36,34,8,22,1866,2014-08-22,FALSE,37.8,31.2,8.1,23,-14301
ComRes,34,32,8,26,2058,2014-08-22,FALSE,37.8,31.2,8.1,23,-14301
Populus,39,33,9,18,2065,2014-08-21,FALSE,37.8,31.2,8.1,23,-14300
YouGov,38,33,8,21,2028,2014-08-21,FALSE,37.8,31.2,8.1,23,-14300
YouGov,38,34,9,19,2070,2014-08-20,FALSE,37.8,31.2,8.1,23,-14299
YouGov,37,36,9,18,2036,2014-08-19,FALSE,37.8,31.2,8.1,23,-14298
YouGov,38,33,8,20,1710,2014-08-18,FALSE,37.8,31.2,8.1,23,-14297
Populus,37,32,9,22,2049,2014-08-17,FALSE,37.8,31.2,8.1,23,-14296
YouGov,38,34,7,21,2019,2014-08-15,FALSE,37.8,31.2,8.1,23,-14294
Opinium,32,28,10,31,1963,2014-08-15,FALSE,37.8,31.2,8.1,23,-14294
Populus,35,32,9,26,2018,2014-08-14,FALSE,37.8,31.2,8.1,23,-14293
YouGov,35,35,8,22,1984,2014-08-14,FALSE,37.8,31.2,8.1,23,-14293
YouGov,36,34,10,21,2116,2014-08-13,FALSE,37.8,31.2,8.1,23,-14292
YouGov,38,35,8,18,1942,2014-08-12,FALSE,37.8,31.2,8.1,23,-14291
YouGov,37,33,8,21,1676,2014-08-11,FALSE,37.8,31.2,8.1,23,-14290
Ipsos MORI,33,33,7,26,1003,2014-08-11,FALSE,37.8,31.2,8.1,23,-14290
